anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,cluster_kmeans,cluster_dbscan,cluster_subtractive,cluster_fcm,fcm_mu_cluster_0,fcm_mu_cluster_1,fcm_mu_cluster_2,fcm_mu_cluster_3,fcm_mu_cluster_4,fcm_mu_cluster_5,fcm_mu_cluster_6,fcm_mu_cluster_7,fcm_mu_cluster_8,fcm_mu_cluster_9,fcm_mu_cluster_10,fcm_mu_cluster_11,fcm_mu_cluster_12,fcm_mu_cluster_13,fcm_mu_cluster_14,fcm_mu_cluster_15,fcm_mu_cluster_16,fcm_mu_cluster_17,fcm_mu_cluster_18,fcm_mu_cluster_19,fcm_mu_cluster_20,fcm_mu_cluster_21,fcm_mu_cluster_22,fcm_mu_cluster_23,fcm_mu_cluster_24,fcm_mu_cluster_25,fcm_mu_cluster_26,fcm_mu_cluster_27,fcm_mu_cluster_28,fcm_mu_cluster_29,fcm_mu_cluster_30,fcm_mu_cluster_31,fcm_mu_cluster_32,fcm_mu_cluster_33,fcm_mu_cluster_34,fcm_mu_cluster_35,fcm_mu_cluster_36,fcm_mu_cluster_37,fcm_mu_cluster_38,fcm_mu_cluster_39,fcm_mu_cluster_40,fcm_mu_cluster_41,fcm_mu_cluster_42,fcm_mu_cluster_43,fcm_mu_cluster_44,fcm_mu_cluster_45,fcm_mu_cluster_46,fcm_mu_cluster_47,fcm_mu_cluster_48,fcm_mu_cluster_49,fcm_mu_cluster_50,fcm_mu_cluster_51,fcm_mu_cluster_52,fcm_mu_cluster_53,fcm_mu_cluster_54,fcm_mu_cluster_55,fcm_mu_cluster_56,fcm_mu_cluster_57,fcm_mu_cluster_58,fcm_mu_cluster_59,fcm_mu_cluster_60,fcm_mu_cluster_61,fcm_mu_cluster_62,fcm_mu_cluster_63,fcm_mu_cluster_64,fcm_mu_cluster_65,fcm_mu_cluster_66,fcm_mu_cluster_67,fcm_mu_cluster_68,fcm_mu_cluster_69,fcm_mu_cluster_70,fcm_mu_cluster_71,fcm_mu_cluster_72,fcm_mu_cluster_73,fcm_mu_cluster_74,fcm_mu_cluster_75,fcm_mu_cluster_76,fcm_mu_cluster_77,fcm_mu_cluster_78,fcm_mu_cluster_79
2024,Sedes y Seccionales,64057386148.95217,32245158944.261284,1.589212415126553,54.47979729278064,1638987572.481452,0.2989853767349968,0.0972312824766363,0.2667994225438159,0.1952087657946468,0.2282347657583958,0.5423689054916767,0.0367318599323593,0.503379249182629,1,0,-1,53,53,1.9051560569618656e-33,2.5206516212698396e-33,1.5677294518182922e-33,2.633475196570926e-33,3.527659446174971e-33,2.0106710517373407e-33,2.09025879958463e-33,1.163400834599404e-33,8.194954481953478e-34,1.5258887810048761e-33,2.1141838683462767e-33,2.060951745486445e-33,1.3105347313963486e-33,1.637403781745645e-33,1.3113941034501495e-33,7.900830939269866e-34,1.29716783448871e-33,7.0446761704158075e-34,2.3239182524702018e-33,8.413969742977356e-34,1.2138199594063814e-33,1.2808612390699411e-33,1.176141956322071e-33,1.1505868040849633e-33,1.5321072576240007e-33,1.1138074207287882e-33,1.412124451459643e-33,1.575919293828704e-33,1.4167671590768929e-33,1.089596432573216e-33,9.907967063763845e-34,8.044207274819322e-34,1.2668029867200708e-33,4.209273818221624e-33,8.534464499146995e-34,1.4181478615304443e-33,1.5791174879776063e-33,1.3178842454919111e-33,9.073527503209788e-34,1.6518066092527243e-33,1.1626686714308236e-33,1.0030573813776227e-33,1.4838315852334424e-33,3.171541109367274e-33,1.3049527334458963e-33,9.480927194404373e-34,8.705287501116959e-34,1.334316520665742e-33,1.9571290915575726e-33,3.0254533639820597e-33,1.238140108022926e-33,1.4782791860217152e-33,1.3086087272558411e-33,1.0,1.405239179921043e-33,1.7991041982677158e-33,2.1727503448156248e-33,1.4428190847053173e-33,1.0315952980282721e-33,2.1877905635255708e-33,9.165142607502492e-34,1.6526336656394684e-33,1.5504900131356085e-33,1.3938175898822366e-33,9.621817520266958e-34,1.4781832531934334e-33,8.278006035941937e-34,2.1243252723979912e-33,1.1305368502694228e-33,2.631254710718734e-33,1.1388875551813903e-33,2.3047665084197063e-33,2.5313140962823155e-33,2.9975182230268815e-33,2.874292222057247e-33,1.5394835506060526e-33,2.8337086202633474e-33,1.3422785689250223e-33,1.8738159892072966e-33,2.7776120367161943e-33
2025,Sedes y Seccionales,62096537097.68805,32148239425.336555,1.0281300040200576,81.00392701305815,3994299455.1327376,0.2892962812878862,0.0622751194575967,0.2251784018661664,0.1328425218386629,0.2402595951640868,0.5031332305966707,0.0259006758061463,0.5177138843469177,1,0,-1,4,4,3.0478601368807154e-33,2.1868431042431862e-33,1.660934007226692e-33,2.7455170551850028e-33,1.0,2.411473163824524e-33,2.071670779704641e-33,1.6048641066353867e-33,1.0917634429553763e-33,2.2285658764685e-33,3.383669536492052e-33,1.976217661809777e-33,1.2151499490045854e-33,1.1261340320339408e-33,1.9421161757679027e-33,8.968637947787112e-34,1.7889762444466694e-33,1.0187582021413722e-33,2.517389482605219e-33,1.2438520646317536e-33,2.050639920715147e-33,1.880758831245323e-33,1.6015248665610942e-33,1.3586568847048046e-33,1.7419629152016703e-33,1.896588317987007e-33,1.1973639244411064e-33,2.2882135416207994e-33,2.631487502364422e-33,1.0267568787957624e-33,9.297242790162937e-34,1.3471021844124935e-33,1.9759095946513998e-33,2.4389339798340305e-33,1.206452490098205e-33,1.863304725309005e-33,2.0951530175510828e-33,1.7081444250934325e-33,1.1509986363626502e-33,1.824585037386038e-33,3.060416083257946e-33,9.479906098858714e-34,2.2732436102732525e-33,2.6715974860843684e-33,1.887467749468105e-33,1.2269694702897854e-33,9.199290057878926e-34,2.158906705965543e-33,1.1829114223640368e-33,3.0349795175993706e-33,1.641852335550633e-33,3.0796843306025137e-33,1.4518122467429647e-33,3.527659446174971e-33,1.3101693913333221e-33,3.801768988894042e-33,1.84455665224776e-33,2.2899584243977926e-33,1.372704693449775e-33,3.0353590565486683e-33,9.613524135577174e-34,1.5501160043194164e-33,1.613735967309924e-33,1.9236823009928335e-33,1.5576269965801227e-33,1.947382127739539e-33,1.203733620473837e-33,2.2910806092962825e-33,1.5075845420913575e-33,3.898762368356362e-33,1.4781763759775492e-33,1.5645192981158717e-33,2.3641596715402763e-33,2.6903776799160798e-33,6.610430754150345e-33,2.2707913024717827e-33,4.1212632476345615e-33,1.5115291699006264e-33,2.885372462687941e-33,4.239584773307864e-33
2016,Institutos,81972253788.63937,42702207316.315575,1.1652065526174884,88.98636462303102,6335817431.093542,0.4224288292662225,0.0778440017027567,0.2085286685528102,0.162013295933481,0.2709271351372312,0.3952168014287351,0.0294759955706287,0.5209348937314899,1,0,-1,65,65,3.0336791056397576e-33,3.1710319041952604e-33,1.9531769644538277e-33,2.3837265888002436e-33,1.947382127739539e-33,3.600899499484392e-33,1.257843079469741e-33,1.617552250696703e-33,2.3102376525314875e-33,1.9993741189553794e-33,1.963402541419401e-33,4.080250627347951e-33,8.881621726918205e-34,1.688275234546905e-33,1.739241019064301e-33,1.0830694892240691e-33,1.5388776033742873e-33,1.4557696425580518e-33,1.4242090626404018e-33,1.1047360368353836e-33,1.552929689725697e-33,1.143379386427773e-33,3.517690195439032e-33,1.1796464328900634e-33,2.1631110242897386e-33,4.7987976481157734e-33,3.0845534260461244e-33,3.3501581802843016e-33,1.4151479413403496e-33,1.8510237875389416e-33,1.5578679214209836e-33,1.9537324859497114e-33,1.3288175374819968e-33,2.5514455775975715e-33,1.2170930591367354e-33,2.050464117007425e-33,1.9100096226962244e-33,1.183109041379026e-33,1.1781544853200096e-33,2.7565259213300844e-33,3.025493175361628e-33,1.5749340694113278e-33,2.0683182775734876e-33,1.882602126252254e-33,1.896746592586043e-33,1.709666433302397e-33,1.6398290555985934e-33,1.7710195172797774e-33,1.946684563328913e-33,2.5185517872475235e-33,1.9768203807131274e-33,3.8910253446181035e-33,1.066922683154886e-33,1.4781832531934334e-33,1.8342023936540275e-33,1.5527499511445306e-33,3.386479656833885e-33,3.788974091846413e-33,1.1507908876399638e-33,2.2415930849625828e-33,1.131478992590678e-33,1.7826826691312236e-33,3.10662616938746e-33,2.0460554694824275e-33,3.7600068070921776e-33,1.0,2.0144392751869218e-33,2.25313478354207e-33,2.858202347418955e-33,1.5227334039777054e-33,1.600568071723284e-33,3.391900397161441e-33,2.4139363824861743e-33,1.9824695970304722e-33,2.3211995271909893e-33,3.75279112005228e-33,3.39628572545135e-33,1.776961741718579e-33,2.364747103390995e-33,3.954051550659117e-33
2017,Institutos,79466679357.30127,36418977656.14899,1.1620494424977683,,11694595162.749365,0.3517485054995147,0.1153320614220374,0.2173195269964329,0.162639810468054,0.2341047711262686,0.3880177539811255,0.0380659732830824,0.4582924308740839,0,0,-1,11,11,2.5322358416927588e-33,2.296867731102301e-33,2.082311911091409e-33,3.579591379600018e-33,1.976217661809777e-33,2.7442759433261976e-33,1.1860705284350038e-33,1.1694293294736973e-33,1.1157859541917682e-33,2.3602401909382628e-33,1.8252564846048286e-33,1.0,9.647617807243479e-34,1.1787319912956133e-33,1.6393662282111135e-33,1.2351389034698836e-33,1.553982205427203e-33,8.948608273099247e-34,9.62705295885133e-34,7.352304914279098e-34,1.2233171965918272e-33,8.705175991090097e-34,1.689164073259187e-33,9.240521357277044e-34,1.3818087854025416e-33,1.6906239122573505e-33,2.18538026117076e-33,1.4548547970922704e-33,1.4013641699632186e-33,1.239325192913282e-33,1.2165000667994488e-33,1.3289567587165225e-33,1.1742963529451082e-33,3.197546117388359e-33,1.2258247075381163e-33,1.6464956118077196e-33,1.7793224552410542e-33,9.125936036410785e-34,1.0572452831908667e-33,2.358734117375018e-33,1.5390542120842222e-33,1.0815491255041605e-33,1.685971257424611e-33,3.101431486436657e-33,1.532043328576734e-33,1.2282927623564082e-33,1.1488281429467066e-33,1.1993766778144151e-33,1.6927401948631754e-33,2.0823468289179743e-33,2.1243460798563955e-33,1.9238842674739355e-33,1.2562125082915315e-33,2.060951745486445e-33,1.506769478710813e-33,1.2157664872298806e-33,3.0307092297555144e-33,4.367339937721845e-33,7.6859161549796414e-34,2.9609856687404393e-33,8.33123822071052e-34,1.5090204006432644e-33,2.3687154176537287e-33,2.222572550381984e-33,1.6355561573451167e-33,4.080250627347951e-33,1.2089805054356486e-33,1.6307971154220927e-33,1.5543111774874464e-33,1.562636211066308e-33,1.583012766908788e-33,3.132692455287566e-33,3.244153437031465e-33,1.6970426384802668e-33,1.6516981676427707e-33,2.0608107272784343e-33,2.2738965371511695e-33,1.2569037411216837e-33,2.288896308803373e-33,3.106770747088978e-33
2018,Institutos,78015051662.17247,40837959190.06778,1.3184308142782135,66.56949318489873,16766030668.952995,0.2484666818911097,0.0915100187168481,0.2365281638274422,0.1728164599608359,0.2187606750549695,0.4785154886452615,-0.0396480178326081,0.5234625667737535,0,0,-1,43,43,2.3840244331378815e-33,2.1325564831409914e-33,1.8549848862944254e-33,6.045781256202427e-33,2.6715974860843684e-33,2.1513887191182788e-33,1.8275927883544705e-33,1.228599027077319e-33,8.48693218367279e-34,1.6361470474020072e-33,2.1147077388807595e-33,3.101431486436657e-33,1.0826280652918223e-33,1.597891872368857e-33,2.0039770057629266e-33,1.3130056428362828e-33,1.1925506546335906e-33,8.364599950319048e-34,1.6635950254812435e-33,1.056365946090823e-33,1.2125705145894875e-33,1.0360976694796148e-33,1.2656234215889371e-33,1.4648049747024372e-33,1.0629917441232866e-33,1.0482952036279302e-33,1.2694124649744282e-33,1.4741728823204886e-33,1.1933548649113738e-33,1.1871448558008668e-33,1.0108627028769439e-33,1.368852474089482e-33,1.5759806290457534e-33,3.0960903546470695e-33,1.3869639820518652e-33,2.4353976922829706e-33,1.4592926696361913e-33,1.2567322902782081e-33,9.874769182096044e-34,1.7607437174404234e-33,1.3116726458888374e-33,8.930083970247845e-34,1.6505202601058753e-33,1.0,1.4470755202687708e-33,9.089501687278945e-34,1.3219133824286392e-33,1.1826491247961472e-33,1.7355487778286743e-33,2.9448231988918493e-33,1.1608163978160164e-33,1.8789007138644948e-33,1.653952659297869e-33,3.171541109367274e-33,1.7077488164798408e-33,1.9867480056900657e-33,2.4860199118687458e-33,2.342078188692659e-33,1.0102682735924426e-33,2.678722191833148e-33,9.218316999481501e-34,2.0855605356018085e-33,1.373249923711085e-33,1.638263176837927e-33,1.0988818715245083e-33,1.882602126252254e-33,1.0619587257208621e-33,1.6804285576448388e-33,1.1859788466930425e-33,2.2009496844446664e-33,1.2068363376613165e-33,2.5781242491147895e-33,2.8262500167781147e-33,2.9931383351348667e-33,2.0848918625514346e-33,2.3747147561029252e-33,2.039841997626118e-33,1.305013857907141e-33,2.574714896269992e-33,3.1020210603452004e-33
2019,Institutos,84240807790.99437,41793762397.065895,1.0214508925976236,107.7724935881754,5819995538.209627,0.3098834355865162,0.0794728875959831,0.269897869283858,0.1609740892837424,,0.2663577119151032,0.0105954287356441,0.496122526516582,0,0,-1,57,57,3.191018042987275e-33,2.356904276821771e-33,2.724157052161668e-33,3.348393646604814e-33,2.2899584243977926e-33,2.6785916794074543e-33,1.5410917296076243e-33,1.4721676190553141e-33,1.3957336155426807e-33,4.375072652460287e-33,3.7708467002924464e-33,4.367339937721845e-33,1.0932361943639898e-33,1.1503936416309239e-33,3.288942340259899e-33,1.7820733991395083e-33,1.9179775076817424e-33,1.1337370360949475e-33,1.0951192601733227e-33,9.937137946396174e-34,1.2798595091342662e-33,1.3102971793471283e-33,2.0601162651824433e-33,1.073391198609971e-33,1.4380514106562833e-33,2.093154340103376e-33,1.8226930486164724e-33,1.4876667436639587e-33,1.278697647988146e-33,1.842699834931337e-33,1.3186399889644629e-33,2.228201117245944e-33,1.4177577521871603e-33,2.1296681849648418e-33,1.3924258343929477e-33,2.7342944008936868e-33,3.596718932812441e-33,1.0187502318686168e-33,1.3613199646178262e-33,2.0434659990249526e-33,2.443713017280194e-33,1.3396110632401531e-33,2.877734925614756e-33,2.342078188692659e-33,1.7967880447926208e-33,1.5359807646662898e-33,1.4042040304497454e-33,1.7318277232252776e-33,1.6000059084244453e-33,1.5912934872544853e-33,2.690919474579887e-33,2.535669440854258e-33,1.6199851519014167e-33,1.4428190847053173e-33,1.3568043635162983e-33,1.9136634124851912e-33,2.8880836733442497e-33,1.0,9.577801189893678e-34,4.744399808188646e-33,1.1406930337856013e-33,1.7881631045275094e-33,2.9910619439136772e-33,4.672798395011267e-33,2.468255047379742e-33,3.788974091846413e-33,1.9131536225112014e-33,2.277068514325076e-33,2.216821386995833e-33,2.2475160333296283e-33,2.0597911570941337e-33,2.3477620741775092e-33,2.3672219013679773e-33,2.492395347027464e-33,2.5241025662734332e-33,2.5870858097198267e-33,2.4969190472379712e-33,1.6958520131866257e-33,3.3308814232134655e-33,3.9186710547795016e-33
2020,Institutos,88815345486.20586,48808511024.47886,1.4982981442788854,115.78919531568464,7215369278.586036,0.3652489740186552,0.0736406955366682,0.2348278283643269,0.2009337052173817,0.2500605488024896,0.307489127522765,0.1250314401828751,0.5495504268691882,0,0,-1,62,62,3.481722681936117e-33,5.085484029822997e-33,2.3337163498511483e-33,2.357689082248294e-33,1.613735967309924e-33,4.264439618546677e-33,2.368627227032214e-33,1.4350439475859214e-33,1.6639394334490725e-33,2.8447036878601336e-33,2.7324462875280003e-33,2.3687154176537287e-33,1.2496595698775735e-33,1.5022386321465985e-33,1.6235290445740534e-33,1.1623639658296422e-33,2.917084501811597e-33,8.620107248758697e-34,1.4234351075798295e-33,8.23877530578799e-34,1.2159293049116396e-33,1.641965177809591e-33,1.7949711496506153e-33,1.1555674213729672e-33,4.172291072911441e-33,2.574892249359638e-33,3.0439936174465004e-33,1.5184365501699901e-33,1.4186449501102476e-33,2.8160765457619464e-33,1.5632036912978838e-33,1.2441507078735505e-33,1.4470013683676162e-33,2.5363821630575127e-33,1.0526180898080962e-33,1.7138289390192575e-33,3.373428378389139e-33,1.077237427094808e-33,1.4100319570277488e-33,4.2867421627055595e-33,1.6997545332284833e-33,1.963098675651673e-33,2.7241042700932554e-33,1.373249923711085e-33,2.1979973916417548e-33,2.1158918399564976e-33,1.1878694728769681e-33,2.3450697437070586e-33,1.8710441649780944e-33,1.614711077058625e-33,3.6467798421329595e-33,2.4136230419268207e-33,1.6315762347775e-33,1.5504900131356085e-33,1.332209065902651e-33,1.7971109301116245e-33,4.881364739782577e-33,2.9910619439136772e-33,1.157626625813286e-33,2.0899433723596046e-33,1.4044958359464427e-33,2.6254991842610927e-33,1.0,4.1053450406533676e-33,2.0742062980403833e-33,3.10662616938746e-33,1.4826877698994495e-33,4.425780189132989e-33,2.0835953702677308e-33,1.9014557467222616e-33,2.502514620757687e-33,3.1031039036767215e-33,2.1305490348117863e-33,1.9442941363219988e-33,2.1840891337120073e-33,2.7410063568328312e-33,3.7856713749258266e-33,1.968902923280287e-33,4.16054494573962e-33,4.364768883709182e-33
2021,Institutos,86850349836.78622,48375245578.66163,1.154899149907966,83.16843797595918,4310000696.714934,0.3191534129926625,0.0579521784979262,0.1063691144522848,0.1542956063413371,0.2715492253258029,0.3993394788265717,,0.556995402661831,1,0,-1,51,51,3.513155421250614e-33,3.4961159152920874e-33,1.7545160115897838e-33,2.882817241274203e-33,3.0796843306025137e-33,4.064717087304366e-33,2.38325847836042e-33,1.9944532528764356e-33,1.704627317912946e-33,1.7221080461818052e-33,2.1561993562158178e-33,1.9238842674739355e-33,1.0528830204338493e-33,1.5179060628826712e-33,1.628090453038235e-33,1.1192162057132779e-33,1.9832039654810205e-33,2.2261576573681802e-33,2.0100535082442654e-33,2.4384410249695466e-33,3.706360402531335e-33,1.7017402444713387e-33,2.0317140132787487e-33,2.2026359659257657e-33,2.983332889314321e-33,4.375919379031112e-33,1.640595926387802e-33,4.270684087510596e-33,1.6030302395952206e-33,1.451404998747042e-33,1.2849544902816214e-33,2.5909352190946526e-33,2.1904405083590367e-33,1.9962537475321807e-33,1.3194754470841125e-33,2.0304289040162366e-33,1.9014679416268452e-33,1.3736272776414733e-33,1.539791608531108e-33,3.6307116050623896e-33,4.509086641843829e-33,1.4274728052909222e-33,2.9551080967633813e-33,1.8789007138644948e-33,3.308359608291751e-33,1.803185862960736e-33,1.3477055600369393e-33,3.400592555029027e-33,1.260451471374368e-33,2.5517876375416944e-33,1.919584963783749e-33,1.0,1.230991488358013e-33,1.4782791860217152e-33,1.4860263185540478e-33,2.769860814880957e-33,2.4591900080810654e-33,2.535669440854258e-33,1.8029963761882363e-33,2.1590798133073954e-33,1.180661407528003e-33,2.0764204171607113e-33,2.4136230419268207e-33,1.731572871287737e-33,2.917339675715832e-33,3.8910253446181035e-33,1.738756870388793e-33,2.8480085204492112e-33,2.4531315519277342e-33,2.9270404489315247e-33,2.0461561116244507e-33,1.9050988039426176e-33,1.5861787905651462e-33,1.8926190684258757e-33,3.056020966860175e-33,6.993485995760788e-33,4.6436750044034726e-33,1.949042028929375e-33,3.7552602913160216e-33,4.253077615570689e-33
2022,Institutos,96560218772.82063,51894356109.69922,1.70168906342089,106.8343803210573,4031227054.646995,0.3666792547197336,0.0685340359835043,0.1845838757793226,0.2183932179997492,0.2470997464699926,0.4058441766607576,0.0294609259791408,0.5374299765392229,0,0,-1,1,1,3.842915832010693e-33,1.0,2.922189333656192e-33,4.2219725519116206e-33,2.1868431042431862e-33,5.208164493019301e-33,2.5813263261113142e-33,1.9808715379609338e-33,1.79865420825355e-33,2.394137212635229e-33,2.278455596643155e-33,2.296867731102301e-33,1.4948929812001863e-33,3.384226336859374e-33,1.530369400551159e-33,1.4005938855291714e-33,2.9970053328214597e-33,1.1584571767555572e-33,2.6715935006050277e-33,1.0708390817444951e-33,1.825076049209632e-33,1.799385312081588e-33,1.7391797556144194e-33,1.7384572285651093e-33,5.292640211653741e-33,2.8019385613302826e-33,3.659523481444411e-33,2.5848859502761294e-33,1.2918172419720036e-33,2.8564269915238545e-33,2.1541016027952636e-33,1.5162206440658872e-33,2.086598925877329e-33,2.378515635439907e-33,1.4281921208353933e-33,2.4139652953558743e-33,3.721077227198716e-33,1.54229920364228e-33,1.7797095351250352e-33,4.6536449367596886e-33,2.160305074957042e-33,2.0298805561333087e-33,3.204648736926907e-33,2.1325564831409914e-33,1.9209651902664352e-33,1.919080095147758e-33,1.7079106707337416e-33,2.3599733444327062e-33,2.1724935040154006e-33,2.8490856873610763e-33,2.38319627027822e-33,3.4961159152920874e-33,1.7202307192467898e-33,2.5206516212698396e-33,1.9616266554796083e-33,2.509225357437719e-33,3.560558984363202e-33,2.356904276821771e-33,1.6417538866117502e-33,3.619372747572029e-33,1.7087032656127535e-33,4.783563835111515e-33,5.085484029822997e-33,1.8579014949447166e-33,2.0429135922171187e-33,3.1710319041952604e-33,1.4506385452056449e-33,4.350923438489549e-33,2.363832346661834e-33,2.7330450980567382e-33,2.583289598489448e-33,5.490952924433993e-33,2.7096880032041814e-33,2.6782328070405096e-33,2.6095281403166687e-33,4.32845395158369e-33,1.0946839070473424e-32,3.248180112530996e-33,3.31796646408038e-33,5.1895377668508406e-33
2023,Institutos,94862291806.21336,55192825634.89855,1.5968712220016068,57.92190663329646,-1436194526.0637827,0.2031915578991444,0.0528395979487331,0.2085982730857041,0.1994190090431236,0.2402234650408361,0.3817788604223049,0.0931493808314623,0.5818204956258868,1,0,-1,6,6,2.4004019710524505e-33,2.5813263261113142e-33,1.6602014993603134e-33,2.375849732523023e-33,2.071670779704641e-33,2.6799797452933725e-33,1.0,1.297981957034414e-33,8.846035344491473e-34,1.3925739200854733e-33,3.27084022963268e-33,1.1860705284350038e-33,1.5020807279415554e-33,1.4148527099719802e-33,1.7296820968635214e-33,9.991650154419472e-34,1.6012998477438118e-33,8.516309146906055e-34,2.4203960678371723e-33,1.2801562593784415e-33,1.2231119622695104e-33,2.7059023339138296e-33,1.0171422774900562e-33,1.8311646464842302e-33,1.986850645403383e-33,1.1668832839757532e-33,1.1848968589538918e-33,1.3603733258905691e-33,1.1957223815065552e-33,1.5235095489226972e-33,1.1046336006372833e-33,1.0980640688985115e-33,1.711140926737372e-33,2.4019148793056712e-33,8.165257516927473e-34,1.63682090434296e-33,1.701634307860856e-33,1.2047491770287098e-33,1.2889626250834275e-33,2.0888722844046264e-33,1.274459964624316e-33,1.4074937577606108e-33,2.0604506116858416e-33,1.8275927883544705e-33,2.2605237201302698e-33,1.1775299576870104e-33,9.28881954532178e-34,2.7929084823419038e-33,1.4394210812283831e-33,1.6673728230915943e-33,1.5609518921015084e-33,2.38325847836042e-33,1.7084820576623486e-33,2.09025879958463e-33,1.0785174840021923e-33,2.8187562408820335e-33,2.5697245781753272e-33,1.5410917296076243e-33,1.5657108792970255e-33,1.5181572060572542e-33,1.4481774774646396e-33,2.258288662117498e-33,2.368627227032214e-33,2.0931761450819784e-33,1.080836823033031e-33,1.257843079469741e-33,1.0516980510706375e-33,4.1599748140173675e-33,1.3000636773729097e-33,5.57024107073402e-33,1.5843366061528222e-33,1.6265699474667046e-33,1.3539876997171564e-33,2.750650577190382e-33,3.025821851460293e-33,2.190422546613875e-33,2.5136409734877446e-33,1.6565874867176036e-33,3.909355433304406e-33,3.031911200108173e-33
2024,Institutos,95938397015.83038,50738856653.68054,1.514532426190588,102.16142523402934,-2030357185.4035544,0.368902850197998,0.0620293378490483,0.1989157949612423,0.1522830881451025,0.2501614542150387,0.4498219885959628,0.040798943806812,0.5288691309414764,1,0,-1,76,76,3.7318560364959735e-33,1.0946839070473424e-32,2.3340739526238694e-33,3.194043184122298e-33,4.1212632476345615e-33,4.6447417755120916e-33,2.5136409734877446e-33,2.600315941822586e-33,1.938513939966241e-33,2.2780417754236483e-33,2.7637223818731766e-33,2.2738965371511695e-33,1.6046654090028005e-33,1.93353920260082e-33,1.6487474573557547e-33,1.0946615219494154e-33,3.6159765899257195e-33,1.3267197717494654e-33,3.3094993029634356e-33,1.1359373108014803e-33,2.4476688843588396e-33,2.410899750461982e-33,2.0883698530498884e-33,1.5777382862916388e-33,4.523760285996317e-33,3.509446804553035e-33,2.628028897246576e-33,2.6319737601863358e-33,1.982923775851649e-33,1.7875875060176184e-33,1.5792547627543105e-33,1.503761993355357e-33,1.9167710987107395e-33,2.171673649749746e-33,1.3357527473690527e-33,2.3624845179066293e-33,3.671292431487525e-33,1.9419890251374054e-33,1.738130824994227e-33,3.772247498576129e-33,3.584972925859334e-33,1.7388821856209288e-33,4.336995758059709e-33,2.039841997626118e-33,2.4660320179140937e-33,2.4078137149627544e-33,1.286194359548616e-33,2.3568451965093016e-33,1.742513770145542e-33,3.9006873745825125e-33,2.250299617426985e-33,4.6436750044034726e-33,1.6913649889341194e-33,2.8337086202633474e-33,1.855973349864123e-33,3.0889243075144095e-33,2.5029777666709082e-33,2.4969190472379712e-33,1.840958711698006e-33,3.576647393095216e-33,1.4758648181759596e-33,2.9838765816329096e-33,3.7856713749258266e-33,1.88779978678774e-33,2.7700231013751983e-33,3.39628572545135e-33,1.6685945203961343e-33,4.259026646367e-33,2.70330942485412e-33,3.5521722244131936e-33,2.3229489192357794e-33,3.169243951735781e-33,2.6060948948035907e-33,3.0318403420754223e-33,4.675704549549737e-33,3.2920394381453974e-33,1.0,2.6271538113218816e-33,3.371129813769254e-33,5.058414919628333e-33
2025,Institutos,92638679342.211,47942645816.9161,1.2691849098504158,60.31654168640532,-17079781242.224829,0.2435015469160113,0.0535152930351894,0.2045124427991947,0.194067174869984,0.2343058141741049,0.3887035148303462,0.0378570905344368,0.5175229845388236,1,0,-1,69,69,2.5386016332318924e-33,2.7330450980567382e-33,2.0593902971402654e-33,2.8942316971921057e-33,3.898762368356362e-33,2.6289864023469104e-33,5.57024107073402e-33,1.4346852223659791e-33,9.409278816584122e-34,1.8856267157725726e-33,4.182537410407207e-33,1.562636211066308e-33,1.7410265651826487e-33,1.2506227294990442e-33,2.0108299316819677e-33,1.10873816451635e-33,1.6711892496664344e-33,1.0390437688618647e-33,2.1836027208481714e-33,1.160260263036874e-33,1.3969030777214757e-33,3.310408902296857e-33,1.1226491615780119e-33,1.623841367505878e-33,1.8819519412998212e-33,1.4769947730226575e-33,1.1919966144105132e-33,1.8161231077029437e-33,1.3960572462798008e-33,1.239906299177385e-33,1.2156253721817862e-33,1.333878166904032e-33,1.990497935743146e-33,2.3134350192249967e-33,8.952626010033932e-34,2.0601238751350752e-33,2.1920555701407938e-33,1.3187726407898288e-33,1.650546600357266e-33,1.7197470621262035e-33,1.9175054420036814e-33,1.544139610251638e-33,2.078940402584785e-33,2.2009496844446664e-33,1.769223163356913e-33,1.1717895791439982e-33,9.607833017753325e-34,3.0118537143942592e-33,1.2518226261782333e-33,1.7706627308323056e-33,1.972699412170861e-33,2.9270404489315247e-33,1.4486757712707428e-33,2.631254710718734e-33,1.070792445201991e-33,3.5713759888817116e-33,2.143658732431692e-33,2.2475160333296283e-33,1.4676898210966184e-33,2.7721533405945907e-33,1.5264137248272957e-33,1.6255710448919267e-33,1.9014557467222616e-33,2.0612389967812496e-33,1.2286866646541006e-33,1.5227334039777054e-33,1.1359418257348021e-33,3.4186613632760495e-33,1.5588545597045212e-33,1.0,1.8864802033364648e-33,1.5901903226533696e-33,1.5598006993430753e-33,2.9365812151892398e-33,4.382599368225723e-33,2.202954429066327e-33,3.5521722244131936e-33,1.989474942036711e-33,3.022781651765711e-33,3.464503881385424e-33
